Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Document Year,Age Group
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31.md,DeepSeek,0.173913,0.465288,235,128,281,142,13,160,3703,677,0.528481,316,149,0.529412,136,64,0.529412,17,8,0,1700,1700-1724
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,Tesseract,0.22208,0.465823,221,111,189,62,15,107,2346,395,0.333333,210,140,0.33945,109,72,-0.333333,6,8,0,1672,1650-1674
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",Tesseract,0.204367,0.466019,20,195,150,7,28,109,1786,309,0.259259,162,120,0.108696,46,41,0,6,6,0,1687,1675-1699
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",Tesseract,0.129336,0.470297,26,91,144,0,42,148,2018,404,0.248677,189,142,0.166667,24,20,0.666667,3,1,0,1656,1650-1674
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",Tesseract,0.126672,0.473029,34,24,103,6,15,93,1271,241,0.5,188,94,0.615385,78,30,0.610169,59,23,0,1774,1750-1774
Young - 1807 - The West-India Common-place Book_page_149.md,DeepSeek,0.87045,0.478261,702,36,75,0,73,4,934,161,0.352941,119,77,0.625,32,12,0.96875,64,2,0,1807,1800-1824
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,EasyOCR,0.203467,0.479798,88,65,70,15,16,64,1096,198,0.304762,105,73,-0.166667,12,14,0.230769,13,10,0,1794,1775-1799
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118_page_001.md",EasyOCR,0.251616,0.480507,625,464,351,126,75,292,5723,1026,0.219316,497,388,0.329966,297,199,-7,2,16,0,1743,1725-1749
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45_page_001.md,EasyOCR,0.216082,0.483235,343,85,182,75,16,154,2823,507,0.090517,232,211,0.145631,103,88,-1.166667,6,13,0,1691,1675-1699
Anonymous - 1700 - Directions for Sugar Plums_page_1.md,OlmOCRv1,0.477184,0.488235,4,1699,12,0,312,20,3594,680,0.455041,367,200,0.472028,286,151,0.764706,17,4,0,1700,1700-1724
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32_page_001.md,EasyOCR,0.236641,0.489627,90,158,62,12,39,67,1310,241,0.301724,116,81,0.321429,28,19,0.333333,12,8,0,1789,1775-1799
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",Tesseract,0.204564,0.498911,144,213,145,21,63,145,2454,459,0.140777,206,177,0.318182,22,15,-0.75,4,7,0,1653,1650-1674
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,EasyOCR,0.168625,0.503817,56,59,129,12,9,111,1447,262,0.08547,117,107,-0.666667,6,10,-3,1,4,0,1792,1775-1799
Norwood - 1753 - An account of some particulars_page_1_page_001.md,EasyOCR,0.203513,0.505967,149,206,120,30,45,137,2334,419,0.2723,213,155,0.025,40,39,0.545455,11,5,0,1753,1750-1774
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",Tesseract,0.220223,0.509202,60,361,191,27,69,153,2779,489,0.377698,278,173,0.455882,136,74,0.652174,23,8,0,1698,1675-1699
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,EasyOCR,0.179852,0.516588,162,239,206,28,90,209,3375,633,0.257732,291,216,0.259259,54,40,-4,2,10,0,1657,1650-1674
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",EasyOCR,0.191771,0.523985,65,112,98,15,34,93,1434,271,0.385787,197,121,-0.090909,11,12,-1,2,4,0,1662,1650-1674
Anonymous - 1676 - Wonderful news from Bristol_page_5_page_001.md,Tesseract,0.162752,0.524444,16,53,125,1,19,98,1192,225,0.12844,109,95,0.185185,27,22,-1,1,2,0,1676,1675-1699
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102_page_001.md",Tesseract,0.219284,0.525223,129,175,94,20,43,114,1815,337,0.263736,182,134,0.265823,79,58,0.222222,9,7,0,1675,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,EasyOCR,0.188544,0.527157,78,95,143,26,14,125,1676,313,0.117647,153,135,0.257143,70,52,-1.666667,3,8,0,1717,1700-1724
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,Tesseract,0.228512,0.532688,121,278,146,22,68,130,2385,413,0.216749,203,159,0.212121,33,26,0,3,3,0,1646,1625-1649
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",Tesseract,0.236236,0.542438,471,972,741,100,209,541,9245,1567,0.3134,903,620,0.326923,416,280,0.0625,16,15,0,1633,1625-1649
Anonymous - 1728 - Some observations on the Assiento Trade_page_22_page_001.md,EasyOCR,0.216337,0.551532,170,129,138,42,18,138,2020,359,0.04908,163,155,0.1875,80,65,-4,3,15,0,1728,1725-1749
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73.md",OlmOCRv1,0.51287,0.560847,4,1040,12,1,187,24,2059,378,0.404545,220,131,0.277778,36,26,0,3,3,0,1621,1600-1624
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109.md",OlmOCRv2,0.460802,0.564846,1183,141,216,201,29,101,3342,586,0.360856,327,209,0.465753,73,39,0.4,15,9,0,1650,1650-1674
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5.md",DeepSeek,0.392051,0.566917,1315,83,131,233,14,130,3900,665,0.246154,325,245,0.49505,101,51,0.7,10,3,0,1643,1625-1649
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53_page_001.md",Tesseract,0.210272,0.570621,134,291,402,23,68,313,3933,708,0.204489,401,319,0.267717,127,93,-4.75,4,23,0,1675,1675-1699
Anonymous - 1753 - An accurate description of the cacao-tree_page_2_page_001.md,EasyOCR,0.225641,0.570743,124,163,197,25,39,174,2145,417,0.078947,190,175,0,38,38,0.142857,14,12,0,1753,1750-1774
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,EasyOCR,0.092784,0.573034,14,7,51,7,1,43,776,89,0.436782,87,49,0.333333,24,16,0,2,2,0,1777,1775-1799
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,EasyOCR,0.225806,0.575581,73,68,69,11,13,75,930,172,0.127907,86,75,0.15625,32,27,-3,1,4,0,1684,1675-1699
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,EasyOCR,0.269074,0.576208,124,158,113,9,33,113,1468,269,0.148936,141,120,0.2,25,20,0.375,8,5,0,1614,1600-1624
Anonymous - 1726 - The State of the Island of Jamaica_page_41_page_001.md,Tesseract,0.225352,0.576923,109,78,181,12,14,139,1633,286,0.137255,153,132,0.371795,78,49,-0.25,4,5,0,1726,1725-1749
Ogilby - 1671 - America_page_399_page_001.md,EasyOCR,0.289604,0.57767,290,272,140,56,42,140,2424,412,0.197309,223,179,0.214286,70,55,0,3,3,0,1671,1650-1674
Anonymous - 1752 - The art of making sugar_page_1_page_001.md,EasyOCR,0.233835,0.585526,162,204,256,34,29,204,2660,456,0.041494,241,231,-2,14,42,-9.333333,3,31,0,1752,1750-1774
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5_page_001.md,EasyOCR,0.240498,0.587108,351,153,268,65,42,230,3210,574,0.041509,265,254,-0.368421,19,26,-2.333333,3,10,0,1800,1800-1824
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1_page_001.md,EasyOCR,0.361062,0.596573,400,414,410,79,80,224,3390,642,0.177632,304,250,0.234177,158,121,-0.214286,14,17,0,1682,1675-1699
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",Tesseract,0.24558,0.6,156,205,264,23,61,192,2545,460,0.126582,237,207,0.258065,31,23,-0.111111,9,10,0,1620,1600-1624
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2_page_001.md",EasyOCR,0.206704,0.602469,99,146,236,19,29,196,2327,405,0.055046,218,206,0.299065,107,75,-13,1,14,0,1660,1650-1674
Young - 1807 - The West-India Common-place Book_page_149.md,OlmOCRv1,0.295503,0.602484,209,36,31,79,6,12,934,161,0.848739,119,18,0.59375,32,13,0.953125,64,3,0,1807,1800-1824
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,EasyOCR,0.272941,0.611607,90,99,159,15,8,114,1275,224,0.043478,115,110,0.107143,56,50,-4,2,10,0,1705,1700-1724
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19_page_001.md,EasyOCR,0.228679,0.614634,82,79,83,16,23,87,1067,205,-0.065934,91,97,0.2,45,36,-0.5,4,6,0,1716,1700-1724
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2.md,OlmOCRv2,0.513229,0.624332,94,1767,428,17,301,149,4460,748,0.304945,364,253,0.258373,209,155,0,3,3,0,1731,1725-1749
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",EasyOCR,0.21615,0.638075,147,113,353,28,15,262,2836,478,-0.195556,225,269,-3.333333,6,26,-5.5,4,26,0,1774,1750-1774
Anonymous - 1676 - Wonderful news from Bristol_page_5_page_001.md,EasyOCR,0.282718,0.64,95,124,118,13,31,100,1192,225,0.027523,109,106,0,27,27,-7,1,8,0,1676,1675-1699
Anonymous - 1704 - Female Policy Detected_page_73_page_001.md,EasyOCR,0.262162,0.641379,86,102,200,25,13,148,1480,290,-0.064286,140,149,0.192982,57,46,-18,1,19,0,1704,1700-1724
Banks - 1699 - The unhappy favourite_page_37_page_001.md,EasyOCR,0.324631,0.653846,378,88,193,86,14,155,2030,390,-0.165803,193,225,0.049383,81,77,-46,1,47,0,1699,1675-1699
Anonymous - 1693 - [A bond given to the captain of every ship by the seamen]_page_1_page_001.md,EasyOCR,0.365466,0.657811,415,640,943,58,154,407,5467,941,0.058166,447,421,0.180392,255,209,-8,2,18,0,1693,1675-1699
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",Tesseract,0.269063,0.65873,115,278,161,15,77,157,2059,378,0.140909,220,189,-0.083333,36,39,0,3,3,0,1621,1600-1624
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102.md",DeepSeek,0.601653,0.661721,34,1042,16,1,194,28,1815,337,0.285714,182,130,0.341772,79,52,0.444444,9,5,0,1675,1675-1699
Young - 1807 - The West-India Common-place Book_page_149.md,OlmOCRv2,0.899358,0.670807,799,36,5,31,6,71,934,161,0.092437,119,108,0.625,32,12,0.953125,64,3,0,1807,1800-1824
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",Tesseract,0.374028,0.677474,352,661,237,65,127,205,3342,586,0.091743,327,297,0.082192,73,67,0.133333,15,13,0,1650,1650-1674
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,Tesseract,0.310818,0.679245,112,169,285,12,32,172,1821,318,0,175,175,0.092308,65,59,0,3,3,0,1658,1650-1674
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",Kraken,0.560844,0.680919,1626,1755,1804,223,271,573,9245,1567,0.191584,903,730,0.262019,416,307,0.5,16,8,0,1633,1625-1649
Child - 1690 - A discourse about trade_page_175_page_001.md,EasyOCR,0.271429,0.69,89,79,136,23,9,106,1120,200,-0.274725,91,116,0,42,42,-0.6,5,8,0,1690,1675-1699
Anonymous - 1700 - Directions for Sugar Plums_page_1_page_001.md,Tesseract,0.429883,0.704412,526,301,718,88,49,342,3594,680,0.084469,367,336,0.29021,286,203,0.470588,17,9,0,1700,1700-1724
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19_page_001.md,Tesseract,0.242737,0.707317,72,46,141,1,34,110,1067,205,-0.10989,91,101,0.244444,45,34,0.5,4,2,0,1716,1700-1724
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,Tesseract,0.281618,0.713483,17,367,166,2,91,161,1953,356,0.073684,190,176,0.125,40,35,0.625,8,3,0,1634,1625-1649
Anonymous - 1726 - The State of the Island of Jamaica_page_41_page_001.md,EasyOCR,0.350888,0.72028,316,108,149,69,23,114,1633,286,-0.124183,153,172,0.217949,78,61,-7.25,4,33,0,1726,1725-1749
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8_page_001.md,Kraken,0.302483,0.735426,67,52,551,14,7,307,2215,446,-0.40991,222,313,0.171053,76,63,-10,1,11,0,1675,1675-1699
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,Tesseract,0.451837,0.741379,49,300,106,8,56,65,1007,174,0.032967,91,88,0.242424,33,25,1,1,0,0,1659,1650-1674
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,EasyOCR,0.375372,0.741379,64,204,110,8,34,87,1007,174,0.054945,91,86,0.060606,33,31,-7,1,8,0,1659,1650-1674
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",EasyOCR,0.344611,0.751037,169,113,156,54,20,107,1271,241,0.18617,188,153,0.282051,78,56,0.322034,59,40,0,1774,1750-1774
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",Kraken,0.573094,0.761905,234,238,708,111,113,64,2059,378,0.118182,220,194,-0.055556,36,38,0.333333,3,2,0,1621,1600-1624
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22.md",DeepSeek,0.702947,0.765217,4,1686,99,6,298,48,2545,460,0.168776,237,197,0.290323,31,22,0.222222,9,7,0,1620,1600-1624
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,EasyOCR,0.347727,0.81829,332,615,736,16,146,527,4840,842,-0.108295,434,481,-0.376623,77,106,-0.125,8,9,0,1614,1600-1624
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3_page_001.md",Tesseract,61%,84%,277,390,1623,12,38,508,3724,668,0.021021,333,326,0.252525,99,74,-1.333333,3,7,0,1643,1625-1649
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2.md,DeepSeek,0.652018,0.854278,39,1700,1169,6,284,349,4460,748,0.049451,364,346,0.043062,209,200,0.333333,3,2,0,1731,1725-1749
Prinsep - 1794 - Bengal Sugar. An account of the method and expence of cultivating the sugar-cane in Bengal_page_1_page_001.md,Tesseract,0.301095,0.858586,196,5,129,57,0,113,1096,198,-0.228571,105,129,0.083333,12,11,0.076923,13,12,0,1794,1775-1799
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1_page_001.md",EasyOCR,0.590424,0.875,505,580,1073,95,99,380,3655,656,-0.22,300,366,0.046512,172,164,-3.666667,6,28,0,1712,1700-1724
Gadbury - 1672 - The Jamaica Almanack_page_4_page_001.md,EasyOCR,0.64578,0.898734,357,352,806,44,39,272,2346,395,-0.090476,210,229,-0.036697,109,113,-0.5,6,9,0,1672,1650-1674
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",EasyOCR,0.722284,0.902913,90,237,963,6,39,234,1786,309,-0.160494,162,188,-0.478261,46,68,-0.833333,6,11,0,1687,1675-1699
"Anonymous - 1695 - Reasons humbly offer'd, why a duty should not be laid on sugars_page_2_page_001.md",EasyOCR,0.713265,0.921514,514,579,3101,72,71,855,5880,1083,-0.102823,496,547,-0.004255,235,236,-1.5,6,15,0,1695,1675-1699
"Anonymous and Company - 1691 - A list of the names of all the adventurers in the stock of the honourable the East-India-Company, th_page_9_page_001.md",EasyOCR,0.709429,0.92173,1869,1896,200,340,339,216,5589,971,-0.07947,453,489,-0.009346,214,216,-3.666667,3,14,0,1691,1675-1699
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122_page_001.md,EasyOCR,0.719035,0.922892,206,260,1113,17,26,340,2196,415,-0.048673,226,237,0.040541,74,71,-2.333333,3,10,0,1690,1675-1699
"Morley - 1653 - A Vindication of that righteous principle of the doctrine of Christ, called laying on of hands upon_page_26_page_001.md",EasyOCR,0.689487,0.923747,409,495,788,58,90,276,2454,459,-0.179612,206,243,0.318182,22,15,-2,4,12,0,1653,1650-1674
Anonymous - 1690 - The compleat English and French cook describing the best and newest ways of ordering and dressing al_page_122_page_001.md,Tesseract,0.688525,0.925301,284,237,991,39,27,318,2196,415,-0.035398,226,234,0.189189,74,60,-1.666667,3,8,0,1690,1675-1699
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5_page_001.md",EasyOCR,0.742051,0.936842,351,425,2118,8,57,558,3900,665,-0.163077,325,378,0.019802,101,99,0,10,10,0,1643,1625-1649
"Anonymous - 1643 - A briefe relation, abstracted out of severall letters, of a most hellish, cruell, and bloudy plot ag_page_3_page_001.md",EasyOCR,0.737379,0.937126,278,437,2031,0,80,546,3724,668,-0.159159,333,386,-0.020202,99,101,-9,3,30,0,1643,1625-1649
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,EasyOCR,0.735279,0.941011,102,309,1025,3,83,249,1953,356,-0.126316,190,214,-0.375,40,55,-0.75,8,14,0,1634,1625-1649
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250_page_001.md",EasyOCR,0.743537,0.941927,501,1279,5094,2,229,1245,9245,1567,-0.048726,903,947,0.024038,416,406,-0.875,16,30,0,1633,1625-1649
Anonymous - 1721 - The unhappy voyage_page_1_page_001.md,EasyOCR,0.709677,0.942268,468,475,2841,14,13,887,5332,970,-0.095331,514,563,0.007092,282,280,-3.2,5,21,0,1721,1700-1724
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,EasyOCR,0.750429,0.948187,363,570,3003,2,76,837,5245,965,-0.144628,484,554,0,245,245,-1.888889,9,26,0,1685,1675-1699
"Spire - 1698 - The natures, uses, & doses of several approved and experienced medicines, faithfully prepared by Joh_page_7_page_001.md",EasyOCR,0.729759,0.948875,462,550,1016,3,36,425,2779,489,-0.05036,278,292,0.014706,136,134,0.347826,23,15,0,1698,1675-1699
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,EasyOCR,0.739203,0.951574,164,262,1337,5,43,345,2385,413,-0.231527,203,250,-0.090909,33,36,-3.333333,3,13,0,1646,1625-1649
"Anonymous - 1675 - Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with di_page_53_page_001.md",EasyOCR,0.732265,0.951977,300,560,2020,2,79,593,3933,708,-0.077307,401,432,-0.07874,127,137,-9.5,4,42,0,1675,1675-1699
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",EasyOCR,0.76916,0.952632,211,306,1149,0,66,296,2166,380,0,228,228,0,38,38,-0.2,5,6,0,1612,1600-1624
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2_page_001.md,EasyOCR,0.723543,0.953209,966,996,1265,22,27,664,4460,748,-0.120879,364,408,-0.052632,209,220,-1,3,6,0,1731,1725-1749
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",EasyOCR,0.751346,0.953925,236,448,1827,0,57,502,3342,586,-0.094801,327,358,-0.246575,73,91,-0.333333,15,20,0,1650,1650-1674
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8_page_001.md,Tesseract,0.700226,0.957399,156,215,1180,14,4,409,2215,446,-0.351351,222,300,0.052632,76,72,-12,1,13,0,1675,1675-1699
"Marnettè - 1656 - The perfect cook being the most exact directions for the making all kinds of pastes, with the perfec_page_97_page_001.md",EasyOCR,0.747275,0.957921,133,242,1133,0,58,329,2018,404,-0.291005,189,244,-1.333333,24,56,-4,3,15,0,1656,1650-1674
"Anonymous - 1675 - The Accomplish'd lady's delight in preserving, physick, beautifying, and cookery containing I. the a_page_102_page_001.md",EasyOCR,0.747658,0.961424,393,533,431,0,44,280,1815,337,-0.137363,182,207,-0.113924,79,88,-0.333333,9,12,0,1675,1675-1699
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",EasyOCR,0.754905,0.964981,382,411,1400,0,26,470,2905,514,-0.108392,286,317,-0.163462,104,121,-0.666667,3,5,0,1660,1650-1674
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10_page_001.md",EasyOCR,0.759711,0.965035,473,426,1937,42,38,610,3733,715,-0.202572,311,374,-0.009174,109,110,-5.333333,9,57,0,1693,1675-1699
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,EasyOCR,0.785832,0.965409,171,211,1049,1,15,291,1821,318,-0.194286,175,209,0.030769,65,63,-3.666667,3,14,0,1658,1650-1674
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73_page_001.md",EasyOCR,0.733366,0.965608,250,359,901,5,52,308,2059,378,-0.131818,220,249,-0.888889,36,68,-1.333333,3,7,0,1621,1600-1624
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41_page_001.md",Tesseract,0.728994,0.965789,383,448,748,3,12,352,2166,380,-0.061404,228,242,-0.105263,38,42,-0.6,5,8,0,1612,1600-1624
"Anonymous - 1680 - The Interest of the three kingdoms, with respect to the business of the black box, and all the other_page_10_page_001.md",EasyOCR,0.762253,0.965969,520,575,2140,12,23,703,4244,764,-0.057471,348,368,-0.011628,172,174,0,4,4,0,1680,1675-1699
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31_page_001.md,EasyOCR,0.741291,0.966027,310,591,1844,2,54,598,3703,677,-0.265823,316,400,-0.066176,136,145,-0.294118,17,22,0,1700,1700-1724
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",EasyOCR,0.7588,0.966368,195,266,1436,3,28,400,2500,446,-0.238318,214,265,-0.1375,80,91,-3.333333,3,13,0,1695,1675-1699
Anonymous - 1700 - The English acquisitions in Guinea and East-India_page_50_page_001.md,EasyOCR,0.755034,0.969739,455,464,2043,13,25,667,3923,727,-0.29697,330,428,-0.634921,63,103,-9,2,20,0,1700,1700-1724
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",EasyOCR,0.759136,0.971739,147,322,1463,0,85,362,2545,460,-0.261603,237,299,-1.032258,31,63,-0.555556,9,14,0,1620,1600-1624
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8_page_001.md,EasyOCR,0.744921,0.979821,202,218,1230,14,2,421,2215,446,-0.68018,222,373,0.105263,76,68,-76,1,77,0,1675,1675-1699
Anonymous - 1700 - Directions for Sugar Plums_page_1.md,DeepSeek,0.7532,0.985294,21,789,1897,0,183,487,3594,680,-0.326975,367,487,-0.702797,286,487,0,17,17,0,1700,1700-1724
Anonymous - 1700 - Directions for Sugar Plums_page_1_page_001.md,EasyOCR,0.77685,0.986765,331,349,2112,3,5,663,3594,680,-0.239782,367,455,-0.08042,286,309,-1.058824,17,35,0,1700,1700-1724
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,Kraken,0.929231,1,0,535,69,0,102,11,650,113,0,46,46,0,26,26,0,1,1,0,1783,1775-1799
Anonymous - 1675 - The gentlewomans cabinet unlocked wherein is contained many excellent receipts for neat dressing of_page_8.md,DeepSeek,1.709255,2.912556,2781,146,859,975,20,304,2215,446,-4.536036,222,1229,0.105263,76,68,-1062,1,1063,0,1675,1675-1699
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3.md,DeepSeek,0.844072,7.370787,553,8,94,568,0,88,776,89,-4.482759,87,477,-1.166667,24,52,-0.5,2,3,0,1777,1775-1799
